participant condition voxel_id BOLD
28 0 1 0.1845121240306785
28 1 1 -0.03718033012096686
29 0 1 0.7449198399438561
29 1 1 0.23795462442656126
0 0 2 1.964742078596089
0 1 2 0.5763064776164137
1 0 2 0.0790506401692265
1 1 2 0.4140908141659278
2 0 2 0.49882798501454856
2 1 2 1.8958021084858276
3 0 2 1.8238761386255242
3 1 2 -0.16891956271795333
4 0 2 0.6338095114167548
4 1 2 0.5144678929736112
5 0 2 0.5980906581296181
5 1 2 0.4325378317252061
6 0 2 0.550303777927301
6 1 2 1.0487013339180542
7 0 2 0.06924807598743252
7 1 2 0.7384116386327453
8 0 2 0.46691298961396643
8 1 2 0.4197947468340859
9 0 2 0.22505149877826888
9 1 2 -0.46568404419911363
10 0 2 0.8682194200770164
10 1 2 1.1978766669106313
11 0 2 0.4673297651716649
11 1 2 -0.09336280353895858
12 0 2 -0.4423891089319629
12 1 2 0.0833762753243937
13 0 2 -0.2267817961419153
13 1 2 0.5499855030938523
14 0 2 -0.22755237927422528
14 1 2 -0.8813735793586599
15 0 2 0.597776701040814
15 1 2 0.9733503622748744
16 0 2 0.6564748955474745
16 1 2 -0.2555894132836948
17 0 2 0.7580033132160972
17 1 2 0.9160438247286116
18 0 2 1.330221476083868
18 1 2 0.7458813598548804
19 0 2 0.6331934761789078
19 1 2 -0.5934839957600339
20 0 2 0.7563750210991393
20 1 2 0.7940491589110842
21 0 2 0.8089725100888071
21 1 2 0.1953165038856999
22 0 2 0.31319241584009855
22 1 2 -0.3595686714078195
23 0 2 0.7811697218384069
23 1 2 0.18731600876053667
24 0 2 0.725435828622522
24 1 2 0.2544287115187768
25 0 2 0.2054087541661349
25 1 2 0.4860530738010445
26 0 2 0.15185261486137744
26 1 2 0.7322186878370092
27 0 2 0.5550246387321616
27 1 2 0.003891560644880981
28 0 2 -0.06920003715608926
28 1 2 -0.12995773856121304
29 0 2 0.6537311958533711
29 1 2 0.7420409086553401
0 0 3 0.9157468299003817
0 1 3 0.8243406159228255
1 0 3 0.8530716288658544
1 1 3 -0.0645051843051601
2 0 3 0.4526851772229434
2 1 3 1.7580502887543126
3 0 3 0.9700407576599525
3 1 3 -0.038074686999937844
4 0 3 0.2398253904746147
4 1 3 0.6267070241552042
5 0 3 0.8954733726147032
5 1 3 0.26878223855123934
6 0 3 -0.0255680329771064
6 1 3 0.3308515276802787
7 0 3 0.47879519422898714
7 1 3 0.731248849929113
8 0 3 0.5425594546120828
8 1 3 0.43294581756575545
9 0 3 0.017927018388567414
9 1 3 -0.3970816973153675
10 0 3 0.1461051000080678
10 1 3 0.306445118337201
11 0 3 0.9007629097041303
11 1 3 -0.5838890084706442
12 0 3 0.3948590121633221
12 1 3 -0.5741898593192212
13 0 3 -0.34654623689590164
13 1 3 0.6835899337675418
14 0 3 0.0023292377834144284
14 1 3 -0.33584170333612634
15 0 3 1.3092870789907634
15 1 3 0.2254318484719794
16 0 3 1.1085362040264741
16 1 3 -0.08329222478789389
17 0 3 0.5442211489393884
17 1 3 0.673974981224449
18 0 3 1.1077499545061813
18 1 3 0.7539637447091705
19 0 3 1.403918992916693
19 1 3 -1.3421060931446043
20 0 3 0.5224205016363431
20 1 3 -0.042882519284285554
21 0 3 1.3374163954556424
21 1 3 0.14086476983557764
22 0 3 1.1130967739011748
22 1 3 -0.42193841649607605
23 0 3 0.12769215248773128
23 1 3 0.2225169331167137
24 0 3 0.6351032210377936
24 1 3 -0.23434825214631125
25 0 3 0.7260642997310923
25 1 3 0.5453705324153669
26 0 3 0.0004725432507820106
26 1 3 0.7789904884573833
27 0 3 0.972392626210235
27 1 3 -0.13491968964916864
28 0 3 0.121262739418273
28 1 3 0.4051050065352611
29 0 3 0.9202338803991352
29 1 3 0.04608984037135152
0 0 4 1.6530459275986613
0 1 4 0.8772977624748394
1 0 4 0.4484623762079737
1 1 4 0.313941704697772
2 0 4 0.38606766297826517
2 1 4 0.9510125268008182
3 0 4 0.8261317553572893
3 1 4 -0.2404676449026394
4 0 4 0.9495146858665837
4 1 4 0.2658135477292615
5 0 4 0.8708888068394969
5 1 4 0.4457387455003745
6 0 4 -0.07325801393928882
6 1 4 -0.1126388074292759
7 0 4 0.20512097492156922
7 1 4 0.7852573131472305
8 0 4 0.5700246078763127
8 1 4 0.707834204294732
9 0 4 0.10744111430963274
9 1 4 -1.0339403307293202
10 0 4 1.0356653461135004
10 1 4 0.07444610050190618
11 0 4 1.145982256344877
11 1 4 -0.7082730351100429
12 0 4 0.3977442118104202
12 1 4 0.07324961213200351
13 0 4 -0.7367016691050903
13 1 4 0.3160170463909749
14 0 4 0.0209447486717372
14 1 4 -0.44713786809195405
15 0 4 1.313278039259246
15 1 4 0.06419204835963657
16 0 4 0.13841318394849833
16 1 4 -0.4010792966320307
17 0 4 0.5375080115905171
17 1 4 0.07422588420828913
18 0 4 1.8487553982325884
18 1 4 -0.18806114413204253
19 0 4 0.8747336668252239
19 1 4 -0.5862386912155614
20 0 4 0.21581203338218075
20 1 4 -0.19350065278295586
21 0 4 1.266900638527479
21 1 4 0.5784833916961756
22 0 4 -0.073652620339601
22 1 4 -0.8400309785528414
23 0 4 1.4602563213416329
23 1 4 0.5410702878496328
24 0 4 0.34958932967739054
24 1 4 0.05615020241075283
25 0 4 1.0863798575295012
25 1 4 -0.1347169571452881
26 0 4 -0.10705314190650997
26 1 4 0.1611728845093231
27 0 4 0.6487809407653449
27 1 4 0.42442245813902807
28 0 4 0.39076508847166674
28 1 4 0.9516813098997972
29 0 4 0.20228719993512587
29 1 4 -0.016851762820782868
0 0 5 1.9953815173597436
0 1 5 1.0309653775856136
1 0 5 1.2908485748690517
1 1 5 -0.23996321126424236
2 0 5 0.5820717402855159
2 1 5 0.45910004575886326
3 0 5 0.5598342375143014
3 1 5 -0.5595891304808149
4 0 5 0.6807701453284227
4 1 5 0.9168833812208494
5 0 5 0.7375115945988182
5 1 5 1.5029892019514768
6 0 5 0.7039550993824765
6 1 5 0.7037948045774949
7 0 5 0.6556883425162355
7 1 5 1.7682537720776172
8 0 5 -0.6509858085721882
8 1 5 1.012235886292242
9 0 5 0.4447700279050192
9 1 5 -0.9905507091602387
10 0 5 1.3135888025676987
10 1 5 1.1658821443857121
11 0 5 0.6831067704979215
11 1 5 0.43266791381044495
12 0 5 0.18162142911683216
12 1 5 0.669609442793759
13 0 5 -0.01345420510593964
13 1 5 0.584048967500986
14 0 5 -0.1952438190289467
14 1 5 -0.6042063222231551
15 0 5 1.2305114888339224
15 1 5 -0.2556060254498899
16 0 5 1.0923951054294505
16 1 5 0.1204099427870748
17 0 5 0.6461113585497734
17 1 5 0.42929683128348806
18 0 5 1.0955725394680307
18 1 5 -0.2888220095945807
19 0 5 0.8716299782048693
19 1 5 -0.1370917528609083
20 0 5 0.45863778403983735
20 1 5 0.009436469622256173
21 0 5 1.6294843492862197
21 1 5 0.3069828906350296
22 0 5 -0.975544845527049
22 1 5 0.026228835539983
23 0 5 0.9859848413730116
23 1 5 0.7239441230730532
24 0 5 1.0116662402903576
24 1 5 -0.27379269609044465
25 0 5 0.7296533297796755
25 1 5 -0.39758007431462844
26 0 5 0.8202341255593774
26 1 5 0.7052334157696162
27 0 5 1.0407783274856541
27 1 5 -0.3314835711428498
28 0 5 -0.17419885081191747
28 1 5 0.2267568111329036
29 0 5 0.4415653309475301
29 1 5 0.018858452427475615
0 0 6 2.7293530939121253
0 1 6 -0.24911839929710577
1 0 6 1.6261146261437078
1 1 6 1.338032484353485
2 0 6 0.4812462577391558
2 1 6 1.1925344854049218
3 0 6 1.0846969365043702
3 1 6 0.7700210264102735
4 0 6 1.1192468753986584
4 1 6 -0.015165235114217891
5 0 6 0.3948897791334925
5 1 6 1.404265961754084
6 0 6 1.0786583176963158
6 1 6 0.8187093267409198
7 0 6 1.2362049919668219
7 1 6 1.2217444377583195
8 0 6 0.42006548406141236
8 1 6 0.7994179864234258
9 0 6 -0.2545404453389381
9 1 6 -0.3667579405664248
10 0 6 1.628801597584268
10 1 6 0.290105823784916
11 0 6 0.2795098383206697
11 1 6 0.38346019984838714
12 0 6 -0.6638527094536505
12 1 6 0.21388234966623046
13 0 6 -0.08446771006104738
13 1 6 1.1782165713874722
14 0 6 -0.8895274575127722
14 1 6 -0.8099917563190613
15 0 6 1.4683412093460906
15 1 6 0.08370387040498554
16 0 6 0.023569186573978957
16 1 6 0.33562117028591576
17 0 6 0.6348957239967172
17 1 6 -0.004565303829886
18 0 6 1.1471666135495138
18 1 6 -0.07169508824111576
19 0 6 1.2203696866724596
19 1 6 -0.5835267364849847
20 0 6 1.263886861679264
20 1 6 0.38495153406737925
21 0 6 1.6130540454370947
21 1 6 1.7138163351762636
22 0 6 -0.4028391330119326
22 1 6 -0.21398043491986127
23 0 6 1.737046269896358
23 1 6 0.5841597074318826
24 0 6 0.8683689055156941
24 1 6 -0.8723244285442867
25 0 6 1.0379570490347296
25 1 6 -0.2759580155750061
26 0 6 0.4761460174035893
26 1 6 0.9820196190376492
27 0 6 1.963791775082049
27 1 6 -0.44533477046093495
28 0 6 1.1174527864234363
28 1 6 -0.417416730159043
29 0 6 0.06787401756682133
29 1 6 -0.5222270290182122
0 0 7 2.023593327973709
0 1 7 1.0594850386456238
1 0 7 0.28801948848826164
1 1 7 0.29405150351896914
2 0 7 0.33664803443816954
2 1 7 1.2673068139665828
3 0 7 0.787640382567866
3 1 7 -0.12162776200220927
4 0 7 1.286659356298999
4 1 7 -0.439699202239202
5 0 7 -0.3222923238101677
5 1 7 1.3979879816455
6 0 7 1.389835356990445
6 1 7 0.5677114616281171
7 0 7 1.5328260276024768
7 1 7 0.7566214920214039
8 0 7 1.1820864151894181
8 1 7 1.0484887446114084
9 0 7 0.5172449911796295
9 1 7 -0.7590172362118801
10 0 7 1.035927755888552
10 1 7 -0.2952472192797735
11 0 7 -0.5800633733008937
11 1 7 -1.5459019897509216
12 0 7 -0.6951576346899293
12 1 7 0.08691819077686502
13 0 7 0.14514299374929804
13 1 7 0.24996259301158902
14 0 7 0.758709665671363
14 1 7 -0.4671623917764332
15 0 7 1.4327108952761847
15 1 7 -0.7830369902117432
16 0 7 -0.9435725177999315
16 1 7 -0.2140822114969592
17 0 7 1.384272495329253
17 1 7 -0.511164804888328
18 0 7 1.5023656457397023
18 1 7 0.3689112927197306
19 0 7 -0.056729569145664106
19 1 7 -0.21695368136137635
20 0 7 0.5769558167731946
20 1 7 -0.43838767229994363
21 0 7 1.655118632084453
21 1 7 0.05986773422802364
22 0 7 -0.10985608089615173
22 1 7 -0.3899969287369736
23 0 7 1.0364208759890647
23 1 7 -0.029755327681200233
24 0 7 0.8961156578198848
24 1 7 0.6097286308151016
25 0 7 1.8367849037309456
25 1 7 0.2990150440323967
26 0 7 0.25592090482940294
26 1 7 1.1986691056947272
27 0 7 0.8124901344833971
27 1 7 0.1822229270197671
28 0 7 0.8142293580625471
28 1 7 -1.2329100176191525
29 0 7 0.9062389979836345
29 1 7 -0.5508458298221579
0 0 8 2.594367559048861
0 1 8 0.6105558581021774
1 0 8 1.5216745866482535
1 1 8 0.8728230100172719
2 0 8 1.1379757538613329
2 1 8 1.1918868555624322
3 0 8 1.1263935285330031
3 1 8 1.238955372126049
4 0 8 0.7610666769934304
4 1 8 -0.44037226892845543
5 0 8 -0.04982104030059499
5 1 8 0.2759577785628226
6 0 8 0.8144606285691477
6 1 8 0.04404624781021479
7 0 8 0.9350654471566362
7 1 8 0.7188959017312303
8 0 8 1.2955093132849123
8 1 8 2.13325334680019
9 0 8 0.37762436919325737
9 1 8 -0.39823722219999663
10 0 8 0.7975005031028568
10 1 8 -1.545260891091635
11 0 8 -0.2635967970094459
11 1 8 -0.999715195125203
12 0 8 -0.104701938783617
12 1 8 0.25683850327998026
13 0 8 0.36332142901125286
13 1 8 0.4343907935977333
14 0 8 0.4594955400021965
14 1 8 -0.5780568185396386
15 0 8 0.9143195728278981
15 1 8 -1.0153603215592424
16 0 8 -0.8600603203781413
16 1 8 0.6700888287923371
17 0 8 1.8159166050570381
17 1 8 -0.9028543756086833
18 0 8 0.6220819294819268
18 1 8 1.1504112875643453
19 0 8 1.1629315662556852
19 1 8 -0.6216016079301396
20 0 8 0.9724945748699
20 1 8 -0.7609926001918189
21 0 8 1.4144559423614214
21 1 8 1.25254926197797
22 0 8 -0.3325881094683658
22 1 8 -0.04107881978811365
23 0 8 0.563053665379434
23 1 8 -0.329690028110437
24 0 8 0.010925207661063486
24 1 8 -0.18234661557123946
25 0 8 0.953360521033042
25 1 8 -0.23433113553205578
26 0 8 1.1784188914946279
26 1 8 0.7773250434418977
27 0 8 0.38995049198738857
27 1 8 -0.5237612824963257
28 0 8 -0.2228132682358835
28 1 8 0.4832415321536538
29 0 8 -0.5526271689535202
29 1 8 -1.4874127244590487
0 0 9 2.7002823537774723
0 1 9 0.5781485513957482
1 0 9 1.1970154130386665
1 1 9 -0.4885402385682184
2 0 9 0.557137126815123
2 1 9 0.9506568871153678
3 0 9 -0.1748511587023244
3 1 9 1.4099697485583604
4 0 9 0.924098134609494
4 1 9 -0.3242542618574199
5 0 9 -0.5005790419598771
5 1 9 1.1338204606089797
6 0 9 -0.16252939700389593
6 1 9 0.19761431317038766
7 0 9 1.1696142140699446
7 1 9 0.11288342808752672
8 0 9 -0.3627279068143496
8 1 9 1.1894179597359997
9 0 9 0.09704442054980508
9 1 9 -1.7206930315749647
10 0 9 -0.16396881983288875
10 1 9 -0.11544923449452522
11 0 9 0.2384547030476045
11 1 9 0.0704455421734794
12 0 9 1.4192802106457885
12 1 9 0.6969261406977587
13 0 9 -1.59182575911685
13 1 9 0.3268795405413655
14 0 9 -0.16901332895832874
14 1 9 0.437744516438655
15 0 9 1.2280261679078004
15 1 9 -0.22329699742730463
16 0 9 -0.8462319720699417
16 1 9 -0.4605388844664539
17 0 9 1.502807292029561
17 1 9 -0.6736798050020091
18 0 9 1.4985368152578271
18 1 9 0.8617527550033292
19 0 9 0.8135949842431333
19 1 9 -1.341562192152855
20 0 9 0.8332058064569093
20 1 9 -0.7715555535035477
21 0 9 2.9099537452847346
21 1 9 2.2021367325327748
22 0 9 0.7616630422738965
22 1 9 -1.4173936980867528
23 0 9 0.22429938842000968
23 1 9 0.33866852347481646
24 0 9 1.7876349883328038
24 1 9 0.824191811526443
25 0 9 1.693672708099072
25 1 9 0.7220698962958737
26 0 9 0.189415220049173
26 1 9 1.144607305372678
27 0 9 -0.3797891137489771
27 1 9 -0.23095677735659992
28 0 9 1.8209132185649195
28 1 9 1.1041008895274127
29 0 9 0.7909822998411132
29 1 9 0.8484957133073281
0 0 10 2.4943762365911373
0 1 10 0.8372426098985777
1 0 10 0.5145907024090434
1 1 10 -0.1976503308158175
2 0 10 1.8222362146450177
2 1 10 0.01866181602708513
3 0 10 0.706698477220117
3 1 10 -0.31077220212442735
4 0 10 0.9618678426441907
4 1 10 -0.8122291788922973
5 0 10 1.717904038580033
5 1 10 -0.47610196769351637
6 0 10 1.50235938415443
6 1 10 -0.7274493570894153
7 0 10 2.0490356413179422
7 1 10 1.709087841023262
8 0 10 0.28194956280476613
8 1 10 1.7849940340594308
9 0 10 0.7970481186734784
9 1 10 -0.9639406053116014
10 0 10 -0.5857367952916791
10 1 10 -0.2374009428264663
11 0 10 -0.26110582732107546
11 1 10 -0.3128659127469192
12 0 10 0.05754757302509187
12 1 10 -0.8026883547223892
13 0 10 0.6256118272104472
13 1 10 -0.012021233087149726
14 0 10 -0.9671832014125334
14 1 10 0.5224035891272372
15 0 10 0.47959034389404676
15 1 10 0.17542230029206865
16 0 10 1.1249319296531262
16 1 10 -0.019370896034100266
17 0 10 1.3821066622320644
17 1 10 0.19771485939938538
18 0 10 0.9317302070643678
18 1 10 1.2646005273980938
19 0 10 1.6536785563650713
19 1 10 -1.3973424717740335
20 0 10 -0.17423918229478538
20 1 10 -1.5431539002126409
21 0 10 0.9619287786879948
21 1 10 2.0595952599341105
22 0 10 0.6445145756317814
22 1 10 -0.3965262336317197
23 0 10 1.1169394757910922
23 1 10 0.9526361903745565
24 0 10 1.384432151901444
24 1 10 -0.5018978774178333
25 0 10 1.2771223737362032
25 1 10 0.5034682630291517
26 0 10 0.08283269470650273
26 1 10 0.7523559991725065
27 0 10 0.3130869687810546
27 1 10 0.14914802389213574
28 0 10 0.3639259216643901
28 1 10 -0.3580386052967114
29 0 10 -0.34263148911594676
29 1 10 0.0904892793593266
0 0 11 2.3411031131704076
0 1 11 0.5140765928900605
1 0 11 1.398351661623875
1 1 11 0.16487589893580637
2 0 11 0.39666572318805177
2 1 11 0.44411916736524304
3 0 11 0.6301610416586548
3 1 11 0.5178271364182737
4 0 11 0.857590059518509
4 1 11 -0.12114510604909168
5 0 11 1.3141063444899044
5 1 11 0.548375233820033
6 0 11 0.44630429373351527
6 1 11 -0.2991289153147293
7 0 11 1.188628257746601
7 1 11 1.799086818623124
8 0 11 0.26425470462550826
8 1 11 0.6346584751652703
9 0 11 1.6308229901136708
9 1 11 -0.3175944572573376
10 0 11 0.4115537989159503
10 1 11 -1.3069150482063872
11 0 11 -0.1656780536962524
11 1 11 -0.13423907117255163
12 0 11 -0.0892469007235773
12 1 11 -0.4578989690865887
13 0 11 0.4371717835525791
13 1 11 0.5084005623781231
14 0 11 -0.06825976193906759
14 1 11 1.3169980729221005
15 0 11 0.7508400869163586
15 1 11 -0.5357121186276701
16 0 11 -0.33269156315434634
16 1 11 1.968248732281376
17 0 11 2.202705601842054
17 1 11 0.1795348407463817
18 0 11 2.5217121128840554
18 1 11 -0.21454510951866357
19 0 11 0.0338463122603267
19 1 11 -1.2161894108660125
20 0 11 0.9526955078968724
20 1 11 -1.6307071472752324
21 0 11 2.613507115531028
21 1 11 0.1615210512017164
22 0 11 0.6055164165120204
22 1 11 -1.564601889464689
23 0 11 0.8684298098063369
23 1 11 2.0679288039838575
24 0 11 2.280894185096133
24 1 11 1.1223275954419867
25 0 11 1.540227011291238
25 1 11 -0.11605522249382792
26 0 11 0.6074435297192664
26 1 11 1.5092485122806534
27 0 11 0.7646821452263335
27 1 11 0.6293874584120352
28 0 11 1.722970944183694
28 1 11 0.4244906305154833
29 0 11 0.7320712158367655
29 1 11 -0.033284077174050485
0 0 12 3.4810074809962104
0 1 12 0.9489628191782078
1 0 12 -0.490521329401337
1 1 12 0.1979971065552919
2 0 12 -0.31024348667404683
2 1 12 -0.07236260186757214
3 0 12 0.757174734589063
3 1 12 1.690224585438795
4 0 12 1.8436983653602286
4 1 12 -0.19409216666938925
5 0 12 1.820213092132139
5 1 12 0.27572748386728074
6 0 12 0.09311933136934321
6 1 12 0.8137352606772316
7 0 12 1.1267407125291
7 1 12 1.8338667624733198
8 0 12 -0.48932093792250037
8 1 12 0.6881812508682562
9 0 12 0.8065359837699245
9 1 12 -1.3284544457471437
10 0 12 0.5624796032638903
10 1 12 -0.14334453046675993
11 0 12 0.46594543579702463
11 1 12 -0.6669789987653844
12 0 12 1.0096429924984824
12 1 12 -0.34537143363237055
13 0 12 -1.595780651495707
13 1 12 -1.0501187089095003
14 0 12 1.4689739842312242
14 1 12 1.9535342971010674
15 0 12 0.7466542982127846
15 1 12 -0.9415067227800916
16 0 12 0.6539759023201395
16 1 12 1.5044961577534839
17 0 12 3.1667166907507265
17 1 12 0.8300320099792122
18 0 12 1.2090635569510353
18 1 12 -0.383315174816463
19 0 12 1.9268038990038232
19 1 12 -0.9896174652905048
20 0 12 -0.5514447229160752
20 1 12 -1.6515696692870292
21 0 12 2.0488503648383287
21 1 12 1.5920145885695007
22 0 12 -0.8544668303560361
22 1 12 -0.568641468047067
23 0 12 -0.4561898140055256
23 1 12 0.23290591373195604
24 0 12 1.5893153362161312
24 1 12 0.062017052063839416
25 0 12 0.4383004720755048
25 1 12 -0.10391519279677684
26 0 12 2.3022397705731286
26 1 12 0.4344878092701441
27 0 12 -0.048173051467334534
27 1 12 -0.5154297999713102
28 0 12 0.7302947121048129
28 1 12 0.2469820102329891
29 0 12 0.6829781581203914
29 1 12 -0.7917404082211954
0 0 13 1.916560065702091
0 1 13 2.4067599511055273
1 0 13 0.25294361129792686
1 1 13 -0.6805746741890557
2 0 13 1.4503881259769278
2 1 13 -0.9326240614699076
3 0 13 2.1816036789588034
3 1 13 0.6334493069985965
4 0 13 1.6353031385478494
4 1 13 -0.5105028045475861
5 0 13 -0.5925803157614704
5 1 13 -1.1452499764237658
6 0 13 0.5477477292562616
6 1 13 0.24276445077600342
7 0 13 0.008068459541191007
7 1 13 0.9528674188502024
8 0 13 2.1653529388889003
8 1 13 0.4970292911684908
9 0 13 1.5214237258705012
9 1 13 0.12673253247522767
10 0 13 1.9607143502979658
10 1 13 -0.9829309939845756
11 0 13 0.5634577117897943
11 1 13 0.03760648473679404
12 0 13 0.5043527396705458
12 1 13 -0.571665840620189
13 0 13 -1.1155449196654943
13 1 13 -0.8973189490363661
14 0 13 1.1088037286872379
14 1 13 0.29304307860389195
15 0 13 0.3681109476747722
15 1 13 -0.6456915226458655
16 0 13 0.2594608582202936
16 1 13 0.4967378368837385
17 0 13 1.202018869633486
17 1 13 -1.2669832199615398
18 0 13 0.5390884407099902
18 1 13 0.7057679108240668
19 0 13 2.0953578855108845
19 1 13 -0.7141254302965332
20 0 13 0.52447312203316
20 1 13 -1.4612965049534232
21 0 13 0.9927692066840611
21 1 13 2.314704833109861
22 0 13 0.9482258783203407
22 1 13 -0.5025390281492232
23 0 13 -0.34564586150278126
23 1 13 0.6814122325951463
24 0 13 1.8115698881890414
24 1 13 0.04106274689523228
25 0 13 1.0225131483415122
25 1 13 0.20061627449234828
26 0 13 0.5396020485335896
26 1 13 0.5769816666589712
27 0 13 1.0709296081260353
27 1 13 -0.5330146385096598
28 0 13 0.9081851988020724
28 1 13 -0.6589831294919154
29 0 13 -0.13458998872148623
29 1 13 1.6500977452844046
0 0 14 1.5324360055150401
0 1 14 1.141062799261651
1 0 14 -0.08079649643229286
1 1 14 0.963233312855555
2 0 14 1.4175533142953538
2 1 14 0.021974772377434917
3 0 14 1.1305335555883238
3 1 14 0.06521391568461556
4 0 14 1.4606031431860533
4 1 14 0.2386518877844656
5 0 14 -0.47713535398681356
5 1 14 -0.6521232437919773
6 0 14 -0.2437857165016665
6 1 14 0.6465136929724064
7 0 14 0.1462396830785581
7 1 14 -0.3397821086229809
8 0 14 1.7808811718381452
8 1 14 0.8749219912740364
9 0 14 1.119617012606404
9 1 14 -1.3619359815349057
10 0 14 0.8159952528854357
10 1 14 -0.4252433252506517
11 0 14 0.04121317948101008
11 1 14 -0.8221601218430256
12 0 14 0.5079677336982533
12 1 14 -0.28651782757049993
13 0 14 -0.5299460742029982
13 1 14 -0.023868008398747403
14 0 14 0.905946975196532
14 1 14 1.6932053947996721
15 0 14 1.8001455825851838
15 1 14 -0.766519805089768
16 0 14 -0.5646648016893904
16 1 14 0.9574522084158323
17 0 14 2.1384980229054373
17 1 14 0.28562929628475386
18 0 14 -1.1700049152718899
18 1 14 -0.10259067468914146
19 0 14 1.8727749592172434
19 1 14 -1.6527742781740424
20 0 14 -1.3185153907282279
20 1 14 -1.6395943020553176
21 0 14 -0.661036303329748
21 1 14 2.0501882835090854
22 0 14 -0.3817329622577914
22 1 14 0.5396843699959147
23 0 14 -0.27190131632149583
23 1 14 0.7388644876052616
24 0 14 1.735528608964476
24 1 14 0.30522873066629763
25 0 14 2.6863669220805697
25 1 14 -0.3966952706544948
26 0 14 -0.2656486925699126
26 1 14 1.9060309472011725
27 0 14 1.2758244146510886
27 1 14 -0.27452819758402947
28 0 14 0.8906031901344574
28 1 14 -0.6456388449485111
29 0 14 0.3784681723228042
29 1 14 2.076775798029328
0 0 15 2.6888084795742
0 1 15 0.30073439474575037
1 0 15 1.1172056023115655
1 1 15 0.9608039228864662
2 0 15 0.7629313448202758
2 1 15 -1.0120988562415487
3 0 15 1.4778627796045036
3 1 15 0.24539706155188148
4 0 15 0.7940928455487852
4 1 15 0.20237188325452865
5 0 15 0.36010350343222464
5 1 15 0.5664970857401662
6 0 15 -0.18871316582527445
6 1 15 0.8452280847873711
7 0 15 0.7448500213928448
7 1 15 2.615157206073721
8 0 15 0.8004340597296371
8 1 15 1.4867192902814337
9 0 15 0.7075616639010451
9 1 15 -0.06291317028659606
